timestamp,symbol,label,trend_score,osc_score,vol_score,pa_score,total_score,rsi,price,change_24h,quote_vol_24h,reasons
2025-11-22T17:28:49.043089,EURUSDT,STRONG_BUY,5,3,2,1,11,74.80535758734064,1.1517,0.07,13230921.83841,"Trend: ADX=28.4 strong, DI+>DI-; Trend: Price reclaimed EMA20 support; Trend: MACD histogram positive & rising; Trend: Momentum 0.00 & AO 0.0006 both bullish; Osc: CCI=198.0 strong bullish momentum"
2025-11-22T17:28:49.047186,SUPERUSDT,ULTRA_BUY,3,5,2,2,12,55.59052868088784,0.2006,-1.955,12569199.8953,"Trend: ADX=15.7 moderate, DI+>DI-; Trend: Price>EMA20>EMA50 alignment; Trend: MACD histogram positive; Trend: Momentum 0.00 & AO 0.0082 both bullish; Osc: RSI=55.6 in 45-65 healthy range (sustainable trend)"
2025-11-22T17:28:49.048988,SEIUSDT,STRONG_BUY,3,4,4,2,13,53.65949896448236,0.1313,-3.385,12298443.87654,"Trend: ADX=18.8 moderate, DI+>DI-; Trend: Price reclaimed EMA20 support; Trend: MACD histogram positive; Trend: Momentum 0.00 & AO 0.0002 both bullish; Osc: RSI=53.7 in 45-65 healthy range (sustainable trend)"
2025-11-22T17:28:49.051455,ETCUSDT,STRONG_BUY,2,4,2,1,9,53.78088012585538,13.49,-0.443,10178587.1892,Trend: Price>EMA20>EMA50 alignment; Trend: MACD histogram positive; Trend: Momentum 0.04 & AO 0.0775 both bullish; Trend: 1h price above EMA20 (watching for alignment); Osc: RSI=53.8 in 45-65 healthy range (sustainable trend)
2025-11-22T17:28:49.053209,TONUSDT,STRONG_BUY,2,5,1,1,9,52.34093055172017,1.514,-1.368,9867963.98751,Trend: Price>EMA20>EMA50 alignment; Trend: MACD histogram positive; Trend: Momentum 0.00 & AO 0.0037 both bullish; Osc: RSI=52.3 in 45-65 healthy range (sustainable trend); Osc: StochK=63.2 above 50 (bullish range)
2025-11-22T17:28:49.055236,ETHFIUSDT,STRONG_BUY,3,5,3,1,12,51.08775387720239,0.688,-6.522,9771807.0245,"Trend: ADX=16.3 moderate, DI+>DI-; Trend: Price reclaimed EMA20 support; Trend: MACD histogram positive & rising; Trend: One of Momentum/AO turning positive; Osc: RSI=51.1 in 45-65 healthy range (sustainable trend)"
2025-11-22T17:28:49.056263,MOVEUSDT,STRONG_BUY,4,1,1,2,8,52.05819318374628,0.0512,4.065,9552609.95338,"Trend: ADX=22.6 strong, DI+>DI-; Trend: Price>EMA20>EMA50 alignment; Trend: One of Momentum/AO turning positive; Trend: 1h EMA stack confirms uptrend; Osc: RSI=52.1 in 45-65 healthy range (sustainable trend)"
2025-11-22T17:28:49.058553,POLUSDT,STRONG_BUY,3,4,2,1,10,56.420373475100426,0.1328,-1.92,9322379.67975,"Trend: ADX=17.5 moderate, DI+>DI-; Trend: Price>EMA20>EMA50 alignment; Trend: MACD histogram positive; Trend: One of Momentum/AO turning positive; Osc: RSI=56.4 in 45-65 healthy range (sustainable trend)"
2025-11-22T17:28:49.060061,XLMUSDT,STRONG_BUY,2,4,1,1,8,55.637611739620375,0.2301,-1.96,9243285.7006,Trend: Price reclaimed EMA20 support; Trend: MACD histogram positive; Trend: Momentum 0.00 & AO 0.0008 both bullish; Trend: 1h price above EMA20 (watching for alignment); Osc: RSI=55.6 in 45-65 healthy range (sustainable trend)
2025-11-22T17:28:49.061068,FFUSDT,STRONG_BUY,2,4,2,1,9,56.35269459858878,0.12766,-0.669,8798567.267568,Trend: Price>EMA20>EMA50 alignment; Trend: MACD histogram positive; Trend: Momentum 0.00 & AO 0.0018 both bullish; Trend: 1h price above EMA20 (watching for alignment); Osc: RSI=56.4 in 45-65 healthy range (sustainable trend)
2025-11-22T17:28:49.063150,ERAUSDT,STRONG_BUY,4,4,3,2,13,66.58306749887169,0.2673,2.062,8300939.37372,Trend: Price>EMA20>EMA50 alignment; Trend: MACD histogram positive & rising; Trend: Momentum 0.01 & AO 0.0094 both bullish; Trend: 1h EMA stack confirms uptrend; Osc: StochK=75.5 above 50 (bullish range)
2025-11-22T17:28:49.065160,LDOUSDT,STRONG_BUY,3,4,2,1,10,61.35814155199311,0.6224,-0.734,8128492.652557,Trend: Price>EMA20>EMA50 alignment; Trend: MACD histogram positive & rising; Trend: Momentum 0.00 & AO 0.0063 both bullish; Trend: 1h price above EMA20 (watching for alignment); Osc: RSI=61.4 in 45-65 healthy range (sustainable trend)
2025-11-22T17:28:49.067164,MIRAUSDT,ULTRA_BUY,4,3,3,2,12,57.36053277232431,0.1806,4.273,8043253.63718,"Trend: ADX=15.8 moderate, DI+>DI-; Trend: Price>EMA20>EMA50 alignment; Trend: MACD histogram positive; Trend: Momentum 0.00 & AO 0.0079 both bullish; Osc: RSI=57.4 in 45-65 healthy range (sustainable trend)"
2025-11-22T17:28:49.068164,BATUSDT,STRONG_BUY,4,3,2,1,10,68.04914807189304,0.1945,10.011,7827532.4529,"Trend: ADX=15.0 moderate, DI+>DI-; Trend: Price>EMA20>EMA50 alignment; Trend: MACD histogram positive; Trend: Momentum 0.00 & AO 0.0059 both bullish; Osc: CCI=124.8 strong bullish momentum"
2025-11-22T17:28:49.071518,AVNTUSDT,STRONG_BUY,4,4,2,1,11,54.53812314135264,0.3935,-6.265,7752413.99078,"Trend: ADX=23.4 strong, DI+>DI-; Trend: Price reclaimed EMA20 support; Trend: MACD histogram positive; Trend: Momentum 0.00 & AO 0.0008 both bullish; Osc: RSI=54.5 in 45-65 healthy range (sustainable trend)"
2025-11-22T17:29:58.113254,INJUSDT,STRONG_BUY,2,5,2,1,10,58.940481595065485,5.47,-3.527,7457999.7981,Trend: Price>EMA20>EMA50 alignment; Trend: MACD histogram positive; Trend: Momentum 0.04 & AO 0.1228 both bullish; Trend: 1h price above EMA20 (watching for alignment); Osc: RSI=58.9 in 45-65 healthy range (sustainable trend)
2025-11-22T17:29:58.117769,RENDERUSDT,STRONG_BUY,2,5,1,1,9,53.130282503328004,1.677,-3.897,5630519.41047,Trend: Price reclaimed EMA20 support; Trend: MACD histogram positive; Trend: Momentum 0.00 & AO 0.0030 both bullish; Osc: RSI=53.1 in 45-65 healthy range (sustainable trend); Osc: StochK=65.2 above 50 (bullish range)
2025-11-22T17:29:58.123256,EIGENUSDT,STRONG_BUY,3,5,3,3,14,51.8845432336779,0.561,-5.872,5989628.86522,"Trend: ADX=26.1 strong, DI+>DI-; Trend: Price reclaimed EMA20 support; Trend: MACD histogram positive; Trend: One of Momentum/AO turning positive; Osc: RSI=51.9 in 45-65 healthy range (sustainable trend)"
2025-11-22T17:29:58.125269,SUSDT,STRONG_BUY,2,5,1,1,9,53.46848451606254,0.1043,-2.432,5779304.48576,Trend: Price reclaimed EMA20 support; Trend: MACD histogram positive & rising; Osc: RSI=53.5 in 45-65 healthy range (sustainable trend); Osc: StochK=60.0 above 50 (bullish range); Osc: CCI=43.7 above zero
2025-11-22T17:29:58.126932,ONDOUSDT,STRONG_BUY,2,5,1,1,9,52.420968716016226,0.4618,-3.51,7331982.90392,"Trend: ADX=16.0 moderate, DI+>DI-; Trend: Price reclaimed EMA20 support; Trend: MACD histogram positive; Trend: One of Momentum/AO turning positive; Osc: RSI=52.4 in 45-65 healthy range (sustainable trend)"
2025-11-22T17:29:58.126932,SYRUPUSDT,STRONG_BUY,2,4,2,1,9,55.13285948826621,0.2965,4.108,7444427.90136,"Trend: ADX=18.7 moderate, DI+>DI-; Trend: Price>EMA20>EMA50 alignment; Trend: One of Momentum/AO turning positive; Trend: 1h price above EMA20 (watching for alignment); Osc: RSI=55.1 in 45-65 healthy range (sustainable trend)"
2025-11-22T17:29:58.126932,TREEUSDT,STRONG_BUY,2,5,2,1,10,53.77366318289315,0.1406,-3.962,5913515.12723,Trend: Price reclaimed EMA20 support; Trend: MACD histogram positive; Trend: Momentum 0.00 & AO 0.0010 both bullish; Osc: RSI=53.8 in 45-65 healthy range (sustainable trend); Osc: StochK=64.3 above 50 (bullish range)
2025-11-22T17:29:58.126932,MITOUSDT,STRONG_BUY,2,5,4,4,15,57.652133176651446,0.08544,-0.767,6936131.540083,Trend: Price reclaimed EMA20 support; Trend: MACD histogram positive; Trend: One of Momentum/AO turning positive; Trend: 1h EMA stack confirms uptrend; Osc: RSI=57.7 in 45-65 healthy range (sustainable trend)
2025-11-22T17:29:58.133276,SKYUSDT,STRONG_BUY,3,5,2,0,10,49.13770755051616,0.04197,-11.118,5560207.49628,"Trend: ADX=44.6 strong, DI+>DI-; Trend: Price reclaimed EMA20 support; Trend: MACD histogram positive; Trend: One of Momentum/AO turning positive; Osc: RSI=49.1 in 45-65 healthy range (sustainable trend)"
2025-11-22T17:31:08.143097,FETUSDT,STRONG_BUY,2,4,3,1,10,48.43664796286437,0.2707,-6.332,26652678.8252,Trend: MACD histogram positive & rising; Trend: One of Momentum/AO turning positive; Osc: RSI=48.4 in 45-65 healthy range (sustainable trend); Osc: StochK=50.0 mid-range consolidation; Osc: CCI=28.6 above zero
